data_coleta,categoria_key,id,nome,preco_original,preco_atual,preco_pix,desconto_pct,avaliacao,num_avaliacoes,disponivel,fabricante,categoria,garantia,frete_gratis,url,fonte_wattagem,fonte_certificacao,fonte_modular,fonte_atx3
2026-05-16,fonte,588484,"Fonte Atx 500w Tgt Tomahawk T3, Preto, Tgt-t2wk500-bk01",0.0,209.9,209.9,0,0,0,True,Tgt,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/588484/fonte-atx-500w-tgt-tomahawk-t3-preto-tgt-t2wk500-bk01,500.0,,,False
2026-05-16,fonte,1012444,Fonte Atx 600w Biv Automatico Pfc Passivo Blu600-atps2w Branco - Bluecase,0.0,184.25,184.25,0,0,0,True,Bluecase,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/1012444/fonte-atx-600w-biv-automatico-pfc-passivo-blu600-atps2w-branco-bluecase,600.0,,,False
2026-05-16,fonte,512357,Fonte 750w Tt Toughpower Gf A3 Fully Modular Ps-tpd-0750fnfagb-h,0.0,1269.81,1117.43,12,0,0,True,Thermaltake,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/512357/fonte-750w-tt-toughpower-gf-a3-fully-modular-ps-tpd-0750fnfagb-h,750.0,,,False
2026-05-16,fonte,147382,"Fonte Multi, 230W Real, Bivolt, Manual - GA230",0.0,150.73,143.19,5,0,0,True,Multi,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/147382/fonte-multi-230w-real-bivolt-manual-ga230,230.0,,,False
2026-05-16,fonte,159173,"Fonte Knup ATX, 200W, 12V, 24 Pinos - KP-517",0.0,53.0,46.64,12,0,0,True,Knup,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/159173/fonte-knup-atx-200w-12v-24-pinos-kp-517,200.0,,,False
2026-05-16,fonte,506265,"Fonte ATX Gamemax Gx700, 700W, 80 Plus Gold, Pfc Ativo, Black - Gx700wbkpss7710br",900.0,900.0,855.0,5,5,1,True,Gamemax,Hardware/Fontes/Fonte 700W,Sem Garantia,False,https://www.kabum.com.br/produto/506265/fonte-atx-gamemax-gx700-700w-80-plus-gold-pfc-ativo-black-gx700wbkpss7710br,700.0,Gold,,False
2026-05-16,fonte,1031078,Fonte Atx 500w Bluecase Blu800-atps Bivolt Auto Branco,0.0,139.9,132.91,5,0,0,True,Bluecase,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/1031078/fonte-atx-500w-bluecase-blu800-atps-bivolt-auto-branco,500.0,,,False
2026-05-16,fonte,570981,Fonte Cooler Master Elite Nex 400w - Mpw-4001-acan-bbr,0.0,391.35,391.35,0,0,0,True,Outros,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/570981/fonte-cooler-master-elite-nex-400w-mpw-4001-acan-bbr,400.0,,,False
2026-05-16,fonte,690634,Fonte De Alimentação Duex Multi Pro 500w 80 Plus Bronze Pfc Ativo - Dxfopro500wbfse,0.0,351.78,351.78,0,1,1,True,Duex,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/690634/fonte-duex-multi-pro-500w-80plus-bronze,500.0,Bronze,,False
2026-05-16,fonte,572485,Fonte De Alimentação Acer Atx 1000w Ac1000 80+gold,0.0,1010.06,909.05,10,0,0,True,Acer,Hardware/Fontes/Fonte 1000W,Sem Garantia,False,https://www.kabum.com.br/produto/572485/fonte-de-alimentacao-acer-atx-1000w-ac1000-80-gold,1000.0,gold,,False
2026-05-16,fonte,676834,Fonte Asus Rog Loki Sfx-l 850w Branca 80 Plus Platinum Full Modular - Rog-loki-850p-sfx-l-gaming,0.0,1799.6,1799.6,0,0,0,True,ASUS,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/676834/fonte-asus-rog-loki-sfx-l-850w-branca-80-plus-platinum-full-modular-rog-loki-850p-sfx-l-gaming,850.0,Platinum,Full,False
2026-05-16,fonte,949226,Fonte De Alimentação Bluecase Atx Ps/2 400w 80 Plus Bronze Pfc Ativo C/cabo - Blu400r-82ebx,0.0,247.9,223.11,10,0,0,True,Bluecase,Hardware/Fontes/Fonte 400W,Sem Garantia,False,https://www.kabum.com.br/produto/949226/fonte-de-alimentacao-bluecase-atx-ps-2-400w-80-plus-bronze-pfc-ativo-c-cabo-blu400r-82ebx,400.0,Bronze,,False
2026-05-16,fonte,997482,Fonte Atx 3.1 1200w Cybenetics Platinum Duex Pulse Pro Dxfopro1200wg3w Full Modular Branca,0.0,1265.0,1037.3,18,0,0,True,Duex,Hardware/Fontes/Fonte 1200W,Sem Garantia,True,https://www.kabum.com.br/produto/997482/fonte-atx-3-1-1200w-cybenetics-platinum-duex-pulse-pro-dxfopro1200wg3w-full-modular-branca,1200.0,Platinum,Full,False
2026-05-16,fonte,127293,"Fonte K-Mex, 200W, Com Cabo - PX300CNG0001B0X",0.0,65.0,65.0,0,0,0,True,K-mex,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/127293/fonte-k-mex-200w-com-cabo-px300cng0001b0x,200.0,,,False
2026-05-16,fonte,228831,"Fonte Thermaltake ATX, 750W, 80 Plus Bronze",0.0,873.75,742.69,15,0,0,True,Thermaltake,Hardware/Fontes/Fonte 700W,Sem Garantia,False,https://www.kabum.com.br/produto/228831/fonte-thermaltake-atx-750w-80-plus-bronze,750.0,Bronze,,False
2026-05-16,fonte,657430,Fonte Gamdias Helios P2-850g 850w Atx 3.0 PCie 5.0 80 Plus Gold Helios-p2-850g,0.0,1019.99,917.99,10,0,0,True,Outros,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/657430/fonte-gamdias-helios-p2-850g-850w-atx-3-0-pcie-5-0-80-plus-gold-helios-p2-850g,850.0,Gold,,True
2026-05-16,fonte,506034,"Fonte Gamemax GX850 Pro 850W, 80 Plus Gold Full Modular, PFC Ativo - GX850PWTPS18810BR",0.0,1057.24,993.81,6,5,3,True,Gamemax,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/506034/fonte-gamemax-gx850-pro-850w-80-plus-gold-full-modular-pfc-ativo-gx850pwtps18810br,850.0,Gold,Full,False
2026-05-16,fonte,990392,Fonte De Alimentação Asrock Challenger 850w 80 Plus Gold C/ Cabo - Cl-850g,0.0,761.7,700.76,8,0,0,True,ASRock,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/990392/fonte-de-alimentacao-asrock-challenger-850w-80-plus-gold-c-cabo-cl-850g,850.0,Gold,,False
2026-05-16,fonte,502596,"Fonte Cougar Atlas, 750W, 80 Plus Bronze, Pfc Ativo - 31at075003p01",0.0,527.54,506.44,4,0,0,True,Cougar,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/502596/fonte-cougar-atlas-750w-80-plus-bronze-pfc-ativo-31at075003p01,750.0,Bronze,,False
2026-05-16,fonte,882623,Fonte De Alimentação Duex Multi White 1000w Cybenetics Gold Teclab Full Modular - Dxfopro1000wg3w,0.0,950.0,798.0,16,0,0,True,Duex,Hardware/Fontes/Fonte 1000W,Sem Garantia,False,https://www.kabum.com.br/produto/882623/fonte-duex-atx-1000w-bivolt-auto-cybernetics-gold-branco-dxfopro1000wg3w,1000.0,Gold,Full,False
2026-05-16,fonte,906428,Fonte Atx 1000w Real 80plus Gold Revenger Box,0.0,562.9,540.38,4,0,0,True,Generico,Hardware/Fontes/Fonte 1000W,Sem Garantia,False,https://www.kabum.com.br/produto/906428/fonte-atx-1000w-real-80plus-gold-revenger-box,1000.0,Gold,,False
2026-05-16,fonte,439276,"Fonte De Alimentação Hayom, ATX, 200W, Cabo De Força",0.0,99.99,99.99,0,5,1,True,Hayom,Hardware/Fontes/Fonte 200W,Sem Garantia,True,https://www.kabum.com.br/produto/439276/fonte-de-alimentacao-hayom-atx-200w-cabo-de-forca,200.0,,,False
2026-05-16,fonte,525378,"Fonte 850w Tt Toughpower Gf A3 Snow, Fully Modular - Ps-tpd-0850fnfagb-n",0.0,1533.05,1410.41,8,0,0,True,Thermaltake,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/525378/fonte-850w-tt-toughpower-gf-a3-snow-fully-modular-ps-tpd-0850fnfagb-n,850.0,,,False
2026-05-16,fonte,882249,Fonte Duex Multi Pro 600w 80plus Bronze,0.0,390.0,319.8,18,5,1,True,Duex,Hardware/Fontes/Fonte 600W,Sem Garantia,True,https://www.kabum.com.br/produto/882249/fonte-duex-multi-pro-600w-80plus-bronze,600.0,Bronze,,False
2026-05-16,fonte,516961,"Fonte Gamemax Gx1050 Pro 1050w, 80 Plus, Platinum Full Modular Pfc Ativo, Preta - Gx1050prbks8810br",0.0,1470.51,1249.93,15,4,3,True,Gamemax,Hardware/Fontes/Fonte 1050W,Sem Garantia,True,https://www.kabum.com.br/produto/516961/fonte-gamemax-gx1050-pro-1050w-80-plus-platinum-full-modular-pfc-ativo-preta-gx1050prbks8810br,1050.0,Platinum,Full,False
2026-05-16,fonte,997461,Fonte Atx 2.52 650w 80 Plus Bronze Pulse Pro Duex Dxfopro650wbfse+ Full Modular Preto,0.0,505.0,414.1,18,0,0,True,Duex,Hardware/Fontes/Fonte 650W,Sem Garantia,True,https://www.kabum.com.br/produto/997461/fonte-atx-2-52-650w-80-plus-bronze-pulse-pro-duex-dxfopro650wbfse-full-modular-preto,650.0,Bronze,Full,False
2026-05-16,fonte,524411,"Fonte Redragon Atx 850w, 80 Plus Gold, Rgb, Pfc Ativo, Full Modular, Preto",0.0,1105.16,983.59,11,0,0,True,Redragon,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/524411/fonte-redragon-atx-850w-80-plus-gold-rgb-pfc-ativo-full-modular-preto,850.0,Gold,Full,False
2026-05-16,fonte,546915,"Fonte Real Gamer K-mex Ez8898b, 600w, 80 Plus, Bronze",0.0,259.9,259.9,0,0,0,True,K-mex,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/546915/fonte-real-gamer-k-mex-ez8898b-600w-80-plus-bronze,600.0,Bronze,,False
2026-05-16,fonte,452264,"Fonte Tronos Atx 230w Real Brazilpc Bpc-230v1.2, 230w O&m C/cabo",0.0,67.26,67.26,0,0,0,True,Tronos,Hardware/Fontes/Fonte 230W,Sem Garantia,False,https://www.kabum.com.br/produto/452264/fonte-tronos-atx-230w-real-brazilpc-bpc-230v1-2-230w-o-m-c-cabo,230.0,,,False
2026-05-16,fonte,202063,"Fonte Aerocool VX-350, 350W, Bivolt, EN57181",0.0,189.99,189.99,0,0,0,True,AERO COOL,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/202063/fonte-aerocool-vx-350-350w-bivolt-en57181,350.0,,,False
2026-05-16,fonte,572492,Fonte De Alimentação Acer 550w Ac550 80+bronze,0.0,360.94,342.89,5,5,1,True,Acer,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/572492/fonte-de-alimentacao-acer-550w-ac550-80-bronze,550.0,bronze,,False
2026-05-16,fonte,644714,Fonte De Alimentação Bluecase Blu350-cbaut 350w C/cabo,0.0,223.52,201.17,10,0,0,True,Bluecase,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/644714/fonte-de-alimentacao-bluecase-blu350-cbaut-350w-c-cabo,350.0,,,False
2026-05-16,fonte,207929,"Fonte BRX Rainbow RGB, 650W, 80 Plus, PFC Ativo, Bivolt - RGB-650W",0.0,261.3,250.85,4,5,9,True,BRX,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/207929/fonte-brx-rainbow-rgb-650w-80-plus-pfc-ativo-bivolt-rgb-650w,650.0,,,False
2026-05-16,fonte,884982,"Fonte 1000w 80 Plus Gold Redragon Master Rgms, Atx 3.1, Full-modular, Black - Gc-ms03",0.0,1240.0,1091.2,12,0,0,True,Redragon,Hardware/Fontes/Fonte 1000W,Sem Garantia,True,https://www.kabum.com.br/produto/884982/fonte-1000w-80-plus-gold-redragon-master-rgms-atx-3-1-full-modular-black-gc-ms03,1000.0,Gold,Full,False
2026-05-16,fonte,732727,Fonte Ez8828c Eztfx 300w 80 Plus Bronze C/cabo,0.0,289.9,289.9,0,0,0,True,Kmex,Hardware/Fontes/Fonte 300W,Sem Garantia,True,https://www.kabum.com.br/produto/732727/fonte-ez8828c-eztfx-300w-80-plus-bronze-c-cabo,300.0,Bronze,,False
2026-05-16,fonte,173819,"Fonte Dazz, 650W, 80 Plus Bronze, PFC Ativo, Bivolt, Com Cabo, Preto - 63000002",0.0,435.9,414.1,5,0,0,True,Dazz,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/173819/fonte-dazz-650w-80-plus-bronze-pfc-ativo-bivolt-com-cabo-preto-63000002,650.0,Bronze,,False
2026-05-16,fonte,358286,"Fonte Mymax ATX, 400W Real, Bivolt Manual, 24 Pinos, Com Cabo",0.0,169.17,153.94,9,3,2,True,Mymax,Hardware/Fontes/Fonte 400W,Sem Garantia,False,https://www.kabum.com.br/produto/358286/fonte-mymax-atx-400w-real-bivolt-manual-24-pinos-com-cabo,400.0,,,False
2026-05-16,fonte,495187,"Fonte Gamer Aerocool, 700w, Vx-700, Bivolt, Atx, Sem Cabo",0.0,339.9,271.92,20,5,1,True,Aerocool,Hardware/Fontes/Fonte 700W,Sem Garantia,False,https://www.kabum.com.br/produto/495187/fonte-gamer-aerocool-700w-vx-700-bivolt-atx-sem-cabo,700.0,,,False
2026-05-16,fonte,594032,Fonte G-hox Kp650w Full Modular 80 Plus Bronze Cabo Força,0.0,449.0,449.0,0,5,1,True,Outros,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/594032/fonte-g-hox-kp650w-full-modular-80-plus-bronze-cabo-forca,650.0,Bronze,Full,False
2026-05-16,fonte,693872,Fonte Gamer Atx Fortrek Black Hawk 650w 80 Plus Bronze Pfc,0.0,519.0,467.1,10,0,0,True,Fortrek,Hardware/Fontes/Fonte 650W,Sem Garantia,True,https://www.kabum.com.br/produto/693872/fonte-gamer-atx-fortrek-black-hawk-650w-80-plus-bronze-pfc,650.0,Bronze,,False
2026-05-16,fonte,923281,Fonte Gamer Vinik Dash 350w Preto - Vfg350wpv3,0.0,129.9,129.9,0,0,0,True,Vinik,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/923281/fonte-gamer-vinik-dash-350w-preto-vfg350wpv3,350.0,,,False
2026-05-16,fonte,621081,Fonte Gamer PCyes Aether 850w Full Modular Cybernetics Gold Pfc Ativo - 850wfmg,0.0,786.06,786.06,0,3,1,True,PCYES,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/621081/fonte-gamer-pcyes-aether-850w-full-modular-cybernetics-gold-pfc-ativo-850wfmg,850.0,Gold,Full,False
2026-05-16,fonte,577707,"Fonte De Alimentação  Knup Cowboy Kp-534, Para PC, 500w, Preta, 115v/230v",0.0,169.0,148.72,12,0,0,True,Knup,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/577707/fonte-de-alimentacao-knup-cowboy-kp-534-para-pc-500w-preta-115v-230v,500.0,,,False
2026-05-16,fonte,893028,"Fonte Deepcool PX1300p, 1300W, 80 Plus, Platinum, Preto - R-PXD00P-FC0B-WO",0.0,2938.88,2644.99,10,0,0,True,Deepcool,Hardware/Fontes/Fonte 1300W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/893028/fonte-deepcool-px1300p-1300w-80-plus-platinum-preto-r-pxd00p-fc0b-wo,1300.0,Platinum,,False
2026-05-16,fonte,427192,"Fonte Pcfort, 500W, 80 Plus Bronze, Automática, PFC Ativo",0.0,370.3,344.38,7,1,2,True,PCFort,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/427192/fonte-pcfort-500w-80-plus-bronze-automatica-pfc-ativo,500.0,Bronze,,False
2026-05-16,fonte,157706,"Fonte DEX ATX Gamer, 500W Real, Bivolt, Silenciosa, Para PC, 24 Pinos",0.0,179.69,170.71,5,0,0,True,DEX,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/157706/fonte-dex-atx-gamer-500w-real-bivolt-silenciosa-para-pc-24-pinos,500.0,,,False
2026-05-16,fonte,393498,"Fonte Gamemax, 650W, C/PFC, Com Cabo - GP650",405.78,405.78,365.2,10,5,3,True,Gamemax,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/393498/fonte-gamemax-650w-c-pfc-com-cabo-gp650,650.0,,,False
2026-05-16,fonte,225841,"Fonte Evus Gamer, 600W, 80 Plus Bronze, LED RGB - EVG600",0.0,299.9,239.92,20,1,1,True,Evus,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/225841/fonte-evus-gamer-600w-80-plus-bronze-led-rgb-evg600,600.0,Bronze,,False
2026-05-16,fonte,325978,"Fonte Vinik Gamer Dash, 500W, Preto - VFG500WP",0.0,340.22,340.22,0,0,0,True,Vinik,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/325978/fonte-vinik-gamer-dash-500w-preto-vfg500wp,500.0,,,False
2026-05-16,fonte,899183,Fonte Atx Gamer 650w Reais Cooler 120mm Brx PCi Express,0.0,221.46,210.39,5,0,0,True,BRX,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/899183/fonte-atx-gamer-650w-reais-cooler-120mm-brx-pci-express,650.0,,,False
2026-05-16,fonte,414515,Fonte ATX 800w Automatica Storm-z Full Modular,0.0,477.17,477.17,0,0,0,True,Storm-z,Hardware/Fontes/Fonte 800W,Sem Garantia,False,https://www.kabum.com.br/produto/414515/fonte-atx-800w-automatica-storm-z-full-modular,800.0,,Full,False
2026-05-16,fonte,995903,Fonte Bluecase 350w Branco Atx Ps2 Pfc Ativo C/ Cabo Bivolt,0.0,196.35,166.9,15,0,0,True,Bluecase,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/995903/fonte-bluecase-350w-branco-atx-ps2-pfc-ativo-c-cabo-bivolt,350.0,,,False
2026-05-16,fonte,676777,Fonte Asus Rog Loki Sfx-l 750w 80 Plus Platinum Full Modular - Rog-loki-750p-sfx-l-gaming,0.0,2523.9,2145.32,15,0,0,True,ASUS,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/676777/fonte-asus-rog-loki-sfx-l-750w-80-plus-platinum-full-modular-rog-loki-750p-sfx-l-gaming,750.0,Platinum,Full,False
2026-05-16,fonte,997017,"Fonte C3Tech Gaming PS-G1000, 1000W, 80 Plus Gold - PS-G1000",888.88,888.88,799.99,10,0,0,True,C3Tech,Hardware/Fontes/Fonte 1000W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/997017/fonte-c3tech-gaming-ps-g1000-1000w-80-plus-gold-ps-g1000,1000.0,Gold,,False
2026-05-16,fonte,697473,"Fonte ASRock Challenger 650B, 650W, 80 PLUS, Bronze, Preto - 90-UXC065-BNBAAA",557.53,557.53,473.9,15,5,10,True,ASRock,Hardware/Fontes/Fonte 650W,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/697473/fonte-asrock-challenger-650b-650w-80-plus-bronze-preto-90-uxc065-bnbaaa,650.0,Bronze,,False
2026-05-16,fonte,659738,"Fonte Gamer Deepcool Pn750D, 750W, 80 Plus Gold, Sem Cabo, Preto - R-PN750D-FC0B-WO-V2",741.06,741.06,629.9,15,0,0,True,Deepcool,Hardware/Fontes/Fonte 750W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/659738/fonte-gamer-deepcool-pn750d-750w-80-plus-gold-sem-cabo-preto-r-pn750d-fc0b-wo-v2,750.0,Gold,,False
2026-05-16,fonte,875117,Fonte De Alimentação Bluecase 350w Pfc Ativo C/cabo Blu350-cmps2,0.0,125.0,125.0,0,0,0,True,Bluecase,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/875117/fonte-de-alimentacao-bluecase-350w-pfc-ativo-c-cabo-blu350-cmps2,350.0,,,False
2026-05-16,fonte,997015,"Fonte C3Tech Gaming PS-G750, 750W, Certificação Cybenetics, Teclab Edition - PS-G750",711.1,711.1,639.99,10,0,0,True,C3Tech,Hardware/Fontes/Fonte 750W,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/997015/fonte-c3tech-gaming-ps-g750-750w-certificacao-cybenetics-teclab-edition-ps-g750,750.0,,,False
2026-05-16,fonte,899192,Fonte Atx Gamer 500w Reais Cooler 120mm Brx PCi Express,0.0,197.56,171.88,13,0,0,True,BRX,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/899192/fonte-atx-gamer-500w-reais-cooler-120mm-brx-pci-express,500.0,,,False
2026-05-16,fonte,910151,Fonte Gamer Gamdias Helios M1-550b 80 Plus Bronze,0.0,404.99,364.49,10,0,0,True,Gamdias,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/910151/fonte-gamer-gamdias-helios-m1-550b-80-plus-bronze,,Bronze,,False
2026-05-16,fonte,997483,Fonte Atx 3.1 1200w Cybenetics Platinum Duex Pulse Pro Dxfopro1200wg3 Full Modular Preto,0.0,958.52,958.52,0,0,0,True,Duex,Hardware/Fontes/Fonte 1200W,Sem Garantia,False,https://www.kabum.com.br/produto/997483/fonte-atx-3-1-1200w-cybenetics-platinum-duex-pulse-pro-dxfopro1200wg3-full-modular-preto,1200.0,Platinum,Full,False
2026-05-16,fonte,993807,Fonte Bluecase 230w Fatx Com Cabo - Blu230-ps3-ebx,0.0,89.0,89.0,0,0,0,True,Bluecase,Hardware/Fontes/Fonte 230W,Sem Garantia,False,https://www.kabum.com.br/produto/993807/fonte-bluecase-230w-fatx-com-cabo-blu230-ps3-ebx,230.0,,,False
2026-05-16,fonte,447386,"Fonte Corsair HX1000i, 1000W, 80 Plus Platinum, Modular, Com Cabo, Preto - CP-9020259-WW",2352.93,2352.93,1999.99,15,5,11,True,Corsair,Hardware/Fontes/Fonte 1000W,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/447386/fonte-corsair-hx1000i-1000w-80-plus-platinum-modular-com-cabo-preto-cp-9020259-ww,1000.0,Platinum,,False
2026-05-16,fonte,993355,Fonte De Alimentação Atx Ps/2 350w C/ Cabo C/ Caixa (blu350-cmps2) - Bluecase -preto / Cabos Estendidos,0.0,117.56,105.8,10,0,0,True,Bluecase,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/993355/fonte-de-alimentacao-atx-ps-2-350w-c-cabo-c-caixa-blu350-cmps2-bluecase-preto-cabos-estendidos,350.0,,,False
2026-05-16,fonte,400924,Fonte Evus Atx 500w Reais 20/24p 4 Sata Com Cabo Fe5wat,0.0,219.99,208.99,5,0,0,True,Evus,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/400924/fonte-evus-atx-500w-reais-20-24p-4-sata-com-cabo-fe5wat,500.0,,,False
2026-05-16,fonte,594810,Fonte Gamer Alimentação Para PC 550w Silencioso 80 Plus Pfc,0.0,309.99,272.79,12,0,0,True,Outros,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/594810/fonte-gamer-alimentacao-para-pc-550w-silencioso-80-plus-pfc,550.0,,,False
2026-05-16,fonte,882569,Fonte De Alimentação Gamer Certox Boris 500w 80 Plus Bronze Pfc Com Cabo - Cexao001,0.0,230.0,207.0,10,0,0,True,Certox,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/882569/fonte-de-alimentacao-gamer-certox-boris-500w-80-plus-bronze-pfc-com-cabo-cexao001,500.0,Bronze,,False
2026-05-16,fonte,600259,"Fonte Xpg Kyber, 750w, 80 Plus Gold, Com Cabo, Preto - Kyber750g-bkcbr",0.0,539.98,512.98,5,0,0,True,Adata,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/600259/fonte-xpg-kyber-750w-80-plus-gold-com-cabo-preto-kyber750g-bkcbr,750.0,Gold,,False
2026-05-16,fonte,780751,Fonte De Alimentação 500w Bivolt Bluecase - Blu500-atps2w,0.0,167.9,147.75,12,0,0,True,Bluecase,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/780751/fonte-de-alimentacao-500w-bivolt-bluecase-blu500-atps2w,500.0,,,False
2026-05-16,fonte,1021239,"Fonte Msi Mag A850gl, 850w, 80 Plus Gold, Modular, Pfc Ativo, Com Cabo, Preto",0.0,997.0,997.0,0,0,0,True,MSI,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/1021239/fonte-msi-mag-a850gl-850w-80-plus-gold-modular-pfc-ativo-com-cabo-preto,850.0,Gold,,False
2026-05-16,fonte,450251,"Fonte Atx Duex 500fse++, 500w, 80 Plus Bronze, Pfc Ativo, Full Modular, Dx500fse, Cor:preto, tamanho:único, gênero:unisse",0.0,290.0,237.8,18,1,1,True,Duex,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/450251/fonte-atx-duex-500fse-500w-80-plus-bronze-pfc-ativo-full-modular-dx500fse-cor-preto-tamanho-unico-genero-unisse,500.0,Bronze,Full,False
2026-05-16,fonte,951032,Fonte Asrock Pro 750w 80 Plus Gold Atx 3.1 - Pro-750g,0.0,680.0,680.0,0,0,0,True,ASRock,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/951032/fonte-asrock-pro-750w-80-plus-gold-atx-3-1-pro-750g,750.0,Gold,,False
2026-05-16,fonte,921883,Fonte De Alimentacao K-mex Pwez8898f Branca 500w 80 Plus White - Pwez8898fua0b3x,0.0,293.88,293.88,0,0,0,True,K-mex,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/921883/fonte-de-alimentacao-k-mex-pwez8898f-branca-500w-80-plus-white-pwez8898fua0b3x,500.0,,,False
2026-05-16,fonte,245453,"Fonte K-Mex Mini, 200W, Conector De Energia Em L - PB-200CNF",0.0,141.03,119.88,15,0,0,True,K-mex,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/245453/fonte-k-mex-mini-200w-conector-de-energia-em-l-pb-200cnf,200.0,,,False
2026-05-16,fonte,532014,"Fonte Alimentação Gamer 500w K-mex, 80 Plus, Automática, Bivolt - Ez889",0.0,230.0,230.0,0,0,0,True,K-mex,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/532014/fonte-alimentacao-gamer-500w-k-mex-80-plus-automatica-bivolt-ez889,500.0,,,False
2026-05-16,fonte,303675,"Fonte Knup ATX, 350W Real, Bivolt - KP-526",0.0,139.99,139.99,0,0,0,True,Knup,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/303675/fonte-knup-atx-350w-real-bivolt-kp-526,350.0,,,False
